country_code,subdivision_name,code,country_name,combined_name,location_normalized,latitude,longitude,place_id
CY,Lefkosia,CY-01,Cyprus,"Lefkosia, Cyprus",Nicosia,35.1855659,33.3822764,ChIJVU1JymcX3hQRpcARA5ykXls
CY,Lemesos,CY-02,Cyprus,"Lemesos, Cyprus",Limassol,34.7071301,33.0226174,ChIJnfQCrBYz5xQRErAlcJV_qdo
CY,Pafos,CY-05,Cyprus,"Pafos, Cyprus",Paphos,34.7720133,32.4297369,ChIJyeIt9GMG5xQR57X0UP_9BWw
CZ,Jihocesky kraj,CZ-31,Czechia,"Jihocesky kraj, Czechia",South Bohemian Region,48.9457789,14.4416055,ChIJZ2aXTChNc0cRQKgUZg-vAAE
CZ,Jihomoravsky kraj,CZ-64,Czechia,"Jihomoravsky kraj, Czechia",South Moravian Region,48.9544528,16.7676899,ChIJjQugXLi_EkcRwKgUZg-vAAE
CZ,Karlovarsky kraj,CZ-41,Czechia,"Karlovarsky kraj, Czechia",Karlovy Vary Region,50.1435,12.7501899,ChIJzfOKMreRoEcRYKgUZg-vAAE
CZ,Kraj Vysocina,CZ-63,Czechia,"Kraj Vysocina, Czechia",Vysocina Region,49.4490052,15.6405934,ChIJVf0Z3PAQDUcRsKgUZg-vAAE
CZ,Kralovehradecky kraj,CZ-52,Czechia,"Kralovehradecky kraj, Czechia",Hradec Králové Region,50.3512484,15.7976459,ChIJMfr5cQ2GDkcRkKgUZg-vAAE
CZ,Liberecky kraj,CZ-51,Czechia,"Liberecky kraj, Czechia",Liberec Region,50.659424,14.7632424,ChIJw21vd603CUcRgKgUZg-vAAE
CZ,Moravskoslezsky kraj,CZ-80,Czechia,"Moravskoslezsky kraj, Czechia",Moravian-Silesian Region,49.7305327,18.2332637,ChIJ20M_Z4beE0cR8KgUZg-vAAE
CZ,Olomoucky kraj,CZ-71,Czechia,"Olomoucky kraj, Czechia",Olomouc Region,49.6586549,17.0811406,ChIJSSEHIaM6EkcR0KgUZg-vAAE
CZ,Pardubicky kraj,CZ-53,Czechia,"Pardubicky kraj, Czechia",Pardubice Region,49.9444479,16.2856916,ChIJaUFizQjADUcRoKgUZg-vAAE
CZ,Plzensky kraj,CZ-32,Czechia,"Plzensky kraj, Czechia",Plzeň Region,49.4134812,13.3157246,ChIJaWXbs0u_CkcRUKgUZg-vAAE
CZ,"Praha, Hlavni mesto",CZ-10,Czechia,"Praha, Hlavni mesto, Czechia",Prague,50.0755381,14.4378005,ChIJi3lwCZyTC0cRkEAWZg-vAAQ
CZ,Stredocesky kraj,CZ-20,Czechia,"Stredocesky kraj, Czechia",Central Bohemian Region,49.8782223,14.9362955,ChIJo_KPDpyTC0cRMKgUZg-vAAE
CZ,Ustecky kraj,CZ-42,Czechia,"Ustecky kraj, Czechia",Ústí nad Labem Region,50.6119037,13.7870086,ChIJyauIT6CJCUcRcKgUZg-vAAE
CZ,Zlinsky kraj,CZ-72,Czechia,"Zlinsky kraj, Czechia",Zlin Region,49.2162296,17.7720353,ChIJLWCw1F9xE0cR4KgUZg-vAAE
DE,Baden-Wurttemberg,DE-BW,Germany,"Baden-Wurttemberg, Germany",Baden-Württemberg,48.6616037,9.3501336,ChIJ3wZkgmIbkUcRYEgkDb9IjMY
DE,Bayern,DE-BY,Germany,"Bayern, Germany",Bavaria,48.7904472,11.4978895,ChIJqVPfD0wEn0cRYHk4CaQlHQE
DE,Berlin,DE-BE,Germany,"Berlin, Germany",Berlin,52.5200066,13.404954,ChIJAVkDPzdOqEcRcDteW0YgIQQ
DE,Brandenburg,DE-BB,Germany,"Brandenburg, Germany",Brandenburg,52.4125287,12.5316444,ChIJN8I30-XAqEcRhUxEEOyL_kg
DE,Bremen,DE-HB,Germany,"Bremen, Germany",Bremen,53.0792962,8.8016936,ChIJNePuDBAosUcRUd83-VyI6MI
DE,Hamburg,DE-HH,Germany,"Hamburg, Germany",Hamburg,53.5510846,9.9936819,ChIJuRMYfoNhsUcRoDrWe_I9JgQ
DE,Hessen,DE-HE,Germany,"Hessen, Germany",Hesse,50.6520515,9.1624376,ChIJCdXa3QzsvEcRZ2Vv2bH-Lus
DE,Mecklenburg-Vorpommern,DE-MV,Germany,"Mecklenburg-Vorpommern, Germany",Mecklenburg-Vorpommern,53.6126505,12.4295953,ChIJNzjcO6xQrEcRsuXdZ-Tc2MY
DE,Niedersachsen,DE-NI,Germany,"Niedersachsen, Germany",Lower Saxony,52.6367036,9.8450766,ChIJZTST8-ORsEcRAHkCY3fPJgE
DE,Nordrhein-Westfalen,DE-NW,Germany,"Nordrhein-Westfalen, Germany",North Rhine-Westphalia,51.4332367,7.6615938,ChIJoUhCjnwWuUcRX4_XT34yTC8
DE,Rheinland-Pfalz,DE-RP,Germany,"Rheinland-Pfalz, Germany",Rhineland-Palatinate,50.118346,7.3089527,ChIJY4Hac2nMl0cR_M8OuHuSeBc
DE,Saarland,DE-SL,Germany,"Saarland, Germany",Saarland,49.3964234,7.0229607,ChIJMR-owu-klUcRcHncENXUIgE
DE,Sachsen,DE-SN,Germany,"Sachsen, Germany",Saxony,51.1045407,13.2017384,ChIJR0Kum3LeCUcRsHmIQsuxIQE
DE,Sachsen-Anhalt,DE-ST,Germany,"Sachsen-Anhalt, Germany",Saxony-Anhalt,51.9502649,11.6922734,ChIJgSRR6JnwpUcRdN4O6BbFHdE
DE,Schleswig-Holstein,DE-SH,Germany,"Schleswig-Holstein, Germany",Schleswig-Holstein,54.2193672,9.6961167,ChIJc3WJVkK7s0cR4HhaxmOJJAE
DE,Thuringen,DE-TH,Germany,"Thuringen, Germany",Thuringia,51.0109892,10.845346,ChIJk_E62n8PpEcR0Hk0dMGOIAE
DJ,Obock,DJ-OB,Djibouti,"Obock, Djibouti",Obock,11.9647465,43.2884071,ChIJaxh7DWJmIhYRGyDBB7EucTc
DK,Hovedstaden,DK-84,Denmark,"Hovedstaden, Denmark",Capital Region of Denmark,55.6751812,12.5493261,ChIJb8pj4aWGU0YRUFSorMmvAAM
DK,Midtjylland,DK-82,Denmark,"Midtjylland, Denmark",Central Denmark Region,56.302139,9.302777,ChIJdQCVe2YPTEYRMFSorMmvAAM
DK,Nordjylland,DK-81,Denmark,"Nordjylland, Denmark",North Denmark Region,56.8307416,9.4930527,ChIJdaEzlL4lSUYRIFSorMmvAAM
DK,Syddanmark,DK-83,Denmark,"Syddanmark, Denmark",Region of Southern Denmark,55.3307714,9.0924903,ChIJF0eXAaulTEYRQFSorMmvAAM
DM,Saint Andrew,DM-02,Dominica,"Saint Andrew, Dominica",Saint Andrew Parish,15.5542442,-61.3501856,ChIJ2yZIFhrLFIwR6xReoXvUpVU
DM,Saint George,DM-04,Dominica,"Saint George, Dominica",Saint George Parish,15.3087847,-61.3385191,ChIJESZDpyTVFIwR1MSQT_vl_xo
DM,Saint Luke,DM-07,Dominica,"Saint Luke, Dominica",Saint Luke Parish,15.254587,-61.3676868,ChIJd0-Yz_IqFYwRTTCB2GJPZFw
DM,Saint Mark,DM-08,Dominica,"Saint Mark, Dominica",Saint Mark Parish,15.2195922,-61.3443522,ChIJqSTG8BgrFYwRYJOjb9U0CX0
DM,Saint Paul,DM-10,Dominica,"Saint Paul, Dominica",Saint Paul Parish,15.3756073,-61.3618529,ChIJVRn6Vl3TFIwRpK54_myKt4o
DO,Azua,DO-02,Dominican Republic,"Azua, Dominican Republic",Azua Province,18.4531742,-70.7346887,ChIJX04RMeOjuo4RN1gSC1yFJ10
DO,Baoruco,DO-03,Dominican Republic,"Baoruco, Dominican Republic",Baoruco Province,18.4879898,-71.4182249,ChIJuxfadfhwuo4RVukhVUJXdBk
DO,Barahona,DO-04,Dominican Republic,"Barahona, Dominican Republic",Barahona Province,18.2120807,-71.1024076,ChIJJSmhIqf0uo4R_ju0JPab6mY
DO,Dajabon,DO-05,Dominican Republic,"Dajabon, Dominican Republic",Dajabón Province,19.5499241,-71.7086514,ChIJJx0entwksY4RSxsDoeWPCSk
DO,Distrito Nacional (Santo Domingo),DO-01,Dominican Republic,"Distrito Nacional (Santo Domingo), Dominican Republic",Distrito Nacional,18.4860575,-69.9312117,ChIJq6V-EPGJr44RZMEVJ7iHxdY
DO,Duarte,DO-06,Dominican Republic,"Duarte, Dominican Republic",Duarte Province,19.2090823,-70.0270004,ChIJV3D7P-4tro4R0Eelrk0oXtk
DO,El Seibo,DO-08,Dominican Republic,"El Seibo, Dominican Republic",El Seibo Province,18.7653036,-69.0389048,ChIJ70e-hVk2r44RTKl9CppyCC4
DO,Elias Pina,DO-07,Dominican Republic,"Elias Pina, Dominican Republic",Elías Piña Province,18.8766964,-71.7044138,ChIJZzeVDwe7sI4RgpnnEeYzTLE
DO,Espaillat,DO-09,Dominican Republic,"Espaillat, Dominican Republic",Espaillat Province,19.6277658,-70.2786775,ChIJy7sB8pcUro4RV1HTDjWjtN0
DO,Hato Mayor,DO-30,Dominican Republic,"Hato Mayor, Dominican Republic",Hato Mayor Province,18.7635428,-69.2549736,ChIJx_KIcJE_r44R4afKLB5VCsU
DO,Hermanas Mirabal,DO-19,Dominican Republic,"Hermanas Mirabal, Dominican Republic",Hermanas Mirabal Province,19.3747559,-70.3513235,ChIJg-6o36Yoro4RM2AZ9d6Fxmo
DO,Independencia,DO-10,Dominican Republic,"Independencia, Dominican Republic",Independencia Province,18.3785651,-71.5232874,ChIJK7C4Z_MSuo4RQRLcQfOH2xY
DO,La Altagracia,DO-11,Dominican Republic,"La Altagracia, Dominican Republic",La Altagracia Province,18.5850236,-68.6201072,ChIJQTzPG5sapo4RNWuVsD4KAFg
DO,La Romana,DO-12,Dominican Republic,"La Romana, Dominican Republic",La Romana Province,18.4338645,-68.9658817,ChIJK8xQ8mhUr44R2ZnryF_lSxc
DO,La Vega,DO-13,Dominican Republic,"La Vega, Dominican Republic",La Vega Province,19.2188547,-70.5238948,ChIJn4OJp2MrsI4Rli-Lvjxebgw
DO,Maria Trinidad Sanchez,DO-14,Dominican Republic,"Maria Trinidad Sanchez, Dominican Republic",María Trinidad Sánchez Province,19.3734597,-69.8514439,ChIJw6EOdppGro4RMUX_pgQFJ94
DO,Monsenor Nouel,DO-28,Dominican Republic,"Monsenor Nouel, Dominican Republic",Monseñor Nouel Province,18.9215234,-70.3836815,ChIJiVTpNTTer44Rt6f5dyEYclo
DO,Monte Cristi,DO-15,Dominican Republic,"Monte Cristi, Dominican Republic",Monte Cristi Province,19.8473452,-71.6406361,ChIJUwpeiulDsY4RfoCSi_wZ7Hw
DO,Monte Plata,DO-29,Dominican Republic,"Monte Plata, Dominican Republic",Monte Plata Province,18.8069496,-69.7852843,ChIJI4EMHaGYr44RjTnDpaZxTu8
DO,Peravia,DO-17,Dominican Republic,"Peravia, Dominican Republic",Peravia Province,18.2786594,-70.3335887,ChIJE_8VH35OpY4RcWKcM6lzklU
DO,Puerto Plata,DO-18,Dominican Republic,"Puerto Plata, Dominican Republic",Puerto Plata Province,19.7807686,-70.6871091,ChIJdfpGAD_usY4RZ3TZhgIwwRA
DO,Samana,DO-20,Dominican Republic,"Samana, Dominican Republic",Samaná Province,19.2030757,-69.3387664,ChIJIQTGJyvnro4RE5BtH05W3gA
DO,San Cristobal,DO-21,Dominican Republic,"San Cristobal, Dominican Republic",San Cristóbal Province,18.4180414,-70.1065849,ChIJ95QwH41gpY4RMBbkAQ3-fEU
DO,San Jose de Ocoa,DO-31,Dominican Republic,"San Jose de Ocoa, Dominican Republic",San José de Ocoa Province,18.543858,-70.5041816,ChIJ4QdWseoAsI4RdS7sKWwbxNs
DO,San Juan,DO-22,Dominican Republic,"San Juan, Dominican Republic",San Juan Province,18.8096268,-71.2309935,ChIJfyx-fUKIsI4RMinaKORZtao
DO,San Pedro de Macoris,DO-23,Dominican Republic,"San Pedro de Macoris, Dominican Republic",San Pedro de Macorís Province,18.46266,-69.3051234,ChIJDaK7iJNgr44RxARd5PxCAVo
DO,Sanchez Ramirez,DO-24,Dominican Republic,"Sanchez Ramirez, Dominican Republic",Sánchez Ramírez Province,19.052706,-70.1492264,ChIJw-gGMw7Gr44RxdP2-rHuZEw
DO,Santiago,DO-25,Dominican Republic,"Santiago, Dominican Republic",Santiago Province,19.4791963,-70.6930568,ChIJn4nlOMjFsY4RKYR2uFmw1HU
DO,Santiago Rodriguez,DO-26,Dominican Republic,"Santiago Rodriguez, Dominican Republic",Santiago Rodríguez Province,19.4786174,-71.3398271,ChIJnU2mu3UDsY4RtuOgExPlVwM
DO,Valverde,DO-27,Dominican Republic,"Valverde, Dominican Republic",Valverde Province,19.5881221,-70.980331,ChIJZ15RkgCjsY4RHx0jwaKlDfw
DZ,Adrar,DZ-01,Algeria,"Adrar, Algeria",Adrar Province,28.0174403,-0.2642497,ChIJHeBuc3Cf9Q0R6vtgjhF0JS8
DZ,Ain Defla,DZ-44,Algeria,"Ain Defla, Algeria",Aïn Defla Province,36.1585027,2.0665197,ChIJS508O2Q1hBIR3TuTlGnJetQ
DZ,Ain Temouchent,DZ-46,Algeria,"Ain Temouchent, Algeria",Aïn Témouchent Province,35.2974176,-1.135302,ChIJ7X5Xf7MjeQ0Rb6B_7rCYUsY
DZ,Annaba,DZ-23,Algeria,"Annaba, Algeria",Annaba Province,36.9142081,7.7426673,ChIJcXVOA7sH8BIRErdVsujc_Sg
DZ,Batna,DZ-05,Algeria,"Batna, Algeria",Batna Province,35.5634192,6.1889996,ChIJn5Avv5UR9BIRwNPH7wb3Im4
DZ,Bechar,DZ-08,Algeria,"Bechar, Algeria",Béchar Province,31.6238098,-2.2162443,ChIJgZisYVBfhQ0Rr0mXItRvIJc
DZ,Bejaia,DZ-06,Algeria,"Bejaia, Algeria",Béjaïa Province,36.7515258,5.0556837,ChIJxYIgqKHM8hIRbgszEx60B3g
DZ,Biskra,DZ-07,Algeria,"Biskra, Algeria",Biskra Province,34.8449437,5.7248567,ChIJ0cG1UdQJ9RIRkEK_ypuL7vw
DZ,Blida,DZ-09,Algeria,"Blida, Algeria",Blida Province,36.4735715,2.8323153,ChIJ0UxahmYMjxIR_m1kc8D5_Mw
DZ,Bordj Bou Arreridj,DZ-34,Algeria,"Bordj Bou Arreridj, Algeria",Bordj Bou Arréridj Province,36.0739925,4.7630271,ChIJ9_yu7zuRjBIRs2lN-_Ia9Cs
DZ,Bouira,DZ-10,Algeria,"Bouira, Algeria",Bouïra Province,36.3691846,3.9006194,ChIJt2pFkIovjBIRFPv_vOh6F-Q
DZ,Boumerdes,DZ-35,Algeria,"Boumerdes, Algeria",Boumerdès Province,36.7510697,3.4788905,ChIJI1ueyNxojhIRE-sFlCcU6YQ
DZ,Chlef,DZ-02,Algeria,"Chlef, Algeria",Chlef Province,36.1579664,1.3372823,ChIJI-yVJYAOhBIRPp4Eo_TMPTQ
DZ,Constantine,DZ-25,Algeria,"Constantine, Algeria",Constantine Province,36.3570052,6.6390282,ChIJJ1Z4xBd38RIRGoAI_QezXwI
DZ,Djelfa,DZ-17,Algeria,"Djelfa, Algeria",Djelfa Province,34.6703956,3.2503761,ChIJiSEEmoTPiRIRuvsnTXlALZM
DZ,El Bayadh,DZ-32,Algeria,"El Bayadh, Algeria",El Bayadh Province,33.6854149,1.0303543,ChIJB8iJy9COfhIRX0oGREtWwQo
DZ,El Oued,DZ-39,Algeria,"El Oued, Algeria",El Oued Province,33.367811,6.8516511,ChIJWw3cJw4RWRIRlkTdrjps4Bg
DZ,El Tarf,DZ-36,Algeria,"El Tarf, Algeria",El Taref Province,36.7576678,8.3076343,ChIJG8lRX07b-hIR8P1bD3f9nxk
DZ,Ghardaia,DZ-47,Algeria,"Ghardaia, Algeria",Ghardaia Province,32.4943741,3.64446,ChIJwyagNQUmZBIRBKoh0ofbssM
DZ,Guelma,DZ-24,Algeria,"Guelma, Algeria",Guelma Province,36.4627444,7.4330833,ChIJYT0U2Phd8BIRmdqm-m9BlsA
DZ,Illizi,DZ-33,Algeria,"Illizi, Algeria",Illizi Province,26.4775863,8.4776326,ChIJUyJM5CjgMBIRIgEOsXABwC4
DZ,Jijel,DZ-18,Algeria,"Jijel, Algeria",Jijel Province,36.8210144,5.7634126,ChIJQ4RskHtg8hIR3GdcWOQLL70
DZ,Khenchela,DZ-40,Algeria,"Khenchela, Algeria",Khenchela Province,35.4269404,7.1460155,ChIJh6MQii0h9xIRznDHn4qmMXk
DZ,Laghouat,DZ-03,Algeria,"Laghouat, Algeria",Laghouat Province,33.8078341,2.8628294,ChIJy9nuo0riYhIRwppaDfbzC6E
DZ,M'sila,DZ-28,Algeria,"M'sila, Algeria",M'Sila Province,35.7186646,4.5233423,ChIJmdWr8iB7ixIROZBV94ndTsw
DZ,Mascara,DZ-29,Algeria,"Mascara, Algeria",Mascara Province,35.4020988,0.1400257,ChIJGc14XqXagRIRrPDWOkDkqnA
DZ,Medea,DZ-26,Algeria,"Medea, Algeria",Médéa Province,36.2637078,2.7587857,ChIJI0Iip8JqjxIRPunth0R6ChU
DZ,Mila,DZ-43,Algeria,"Mila, Algeria",Mila Province,36.4519049,6.2584338,ChIJg-I55zMt8hIRgUYloSh-Y00
DZ,Mostaganem,DZ-27,Algeria,"Mostaganem, Algeria",Mostaganem Province,35.9311454,0.0909414,ChIJl5Tjij4CghIRsvpJqJN8M2k
DZ,Naama,DZ-45,Algeria,"Naama, Algeria",Naâma Province,33.4350615,-0.9056623,ChIJbRLxZj6TgA0RdL9HdGpYEOM
DZ,Oran,DZ-31,Algeria,"Oran, Algeria",Oran Province,35.6987388,-0.6349319,ChIJfVMfhFSIfg0RDyn3Yjf2h0E
DZ,Ouargla,DZ-30,Algeria,"Ouargla, Algeria",Ouargla Province,31.9527411,5.3335348,ChIJqbzEeIVrXRIRHafJ0oI-PAY
DZ,Oum el Bouaghi,DZ-04,Algeria,"Oum el Bouaghi, Algeria",Oum El Bouaghi Province,35.7983092,7.0068393,ChIJ_3xDyUbW8BIRQKOnZuLaET0
DZ,Relizane,DZ-48,Algeria,"Relizane, Algeria",Relizane Province,35.7450263,0.5578837,ChIJqUieBOF5gRIRJit2keoc5Uo
DZ,Saida,DZ-20,Algeria,"Saida, Algeria",Saïda Province,34.8415207,0.1456055,ChIJVZDNYYgXgBIRxH-1HjN5nac
DZ,Setif,DZ-19,Algeria,"Setif, Algeria",Sétif Province,36.1897593,5.4107984,ChIJS_zKX5wV8xIR1dzK07vPY7A
DZ,Sidi Bel Abbes,DZ-22,Algeria,"Sidi Bel Abbes, Algeria",Sidi Bel Abbès Province,35.2105876,-0.629983,ChIJc4_3tTAAfw0RKdzPmlELYCQ
DZ,Skikda,DZ-21,Algeria,"Skikda, Algeria",Skikda Province,36.8662658,6.9062556,ChIJTdsyJJzF8RIR12W-Bn_8BpQ
DZ,Souk Ahras,DZ-41,Algeria,"Souk Ahras, Algeria",Souk Ahras Province,36.2801062,7.9384033,ChIJY4G1xTVj-hIRjWtH-xdTEYc
DZ,Tamanrasset,DZ-11,Algeria,"Tamanrasset, Algeria",Tamanrasset Province,22.7902972,5.5193268,ChIJ9UqaAyBvIBIR5JPSxd7LJNU
DZ,Tebessa,DZ-12,Algeria,"Tebessa, Algeria",Tébessa Province,35.4010797,8.1172958,ChIJ3yKzucXs-RIRdnFSH4tKDOc
DZ,Tiaret,DZ-14,Algeria,"Tiaret, Algeria",Tiaret Province,35.3708689,1.3217852,ChIJX7qL08_RhhIRUGlGNScagJE
DZ,Tindouf,DZ-37,Algeria,"Tindouf, Algeria",Tindouf Province,27.6719159,-8.1398003,ChIJ-9UtpEP1yA0Rl_R5PxN_8Hc
DZ,Tipaza,DZ-42,Algeria,"Tipaza, Algeria",Tipaza Province,36.5906719,2.4433723,ChIJfwbeYfF_hRIR2ci0CT4o7-A
DZ,Tissemsilt,DZ-38,Algeria,"Tissemsilt, Algeria",Tissemsilt Province,35.8174139,1.5983959,ChIJG1qDBNVihhIRo1Pb00tZjB4
DZ,Tizi Ouzou,DZ-15,Algeria,"Tizi Ouzou, Algeria",Tizi Ouzou Province,36.713548,4.0473075,ChIJCwn9v9_HjRIRBAgg3CCazSc
DZ,Tlemcen,DZ-13,Algeria,"Tlemcen, Algeria",Tlemcen Province,34.8828864,-1.3166815,ChIJWe-09rjJeA0RgAf63de5dgU
EC,Azuay,EC-A,Ecuador,"Azuay, Ecuador",Azuay,-2.8943068,-78.9968344,ChIJ1RL9y9DezJERvUd00KfRPBU
EC,Bolivar,EC-B,Ecuador,"Bolivar, Ecuador",Bolivar,-1.7095828,-79.0450429,ChIJVSFPQTMW05ERvASs4DCX1qo
EC,Canar,EC-F,Ecuador,"Canar, Ecuador",Cañar,-2.5589315,-78.9388191,ChIJZfePUZkSzZERiMNInQX2GGM
EC,Carchi,EC-C,Ecuador,"Carchi, Ecuador",Carchi,0.5026912,-77.9042521,ChIJTevV57poKY4RceQ97kvAIjY
EC,El Oro,EC-O,Ecuador,"El Oro, Ecuador",El Oro,-3.2592413,-79.9583541,ChIJ47FAOV0OM5AR9FJrzwXjAek
EC,Esmeraldas,EC-E,Ecuador,"Esmeraldas, Ecuador",Esmeraldas,0.9681789,-79.6517202,ChIJea79irC-1I8R9nZAFRcljgU
EC,Guayas,EC-G,Ecuador,"Guayas, Ecuador",Guayas,-1.9574839,-79.9192702,ChIJKckndQcJLZARB13ypFhT8n0
EC,Imbabura,EC-I,Ecuador,"Imbabura, Ecuador",Imbabura,0.3499768,-78.1260129,ChIJXTdbeKE8Ko4Ra1N65thz2_c
EC,Loja,EC-L,Ecuador,"Loja, Ecuador",Loja,-4.0078909,-79.2112769,ChIJLR25YQZIy5ERCe4e3HwTEo4
EC,Los Rios,EC-R,Ecuador,"Los Rios, Ecuador",Los Rios,-1.0230607,-79.4608897,ChIJl6eE6HNOK5ARvJ8x3RB5u7M
EC,Manabi,EC-M,Ecuador,"Manabi, Ecuador",Manabí,-1.0543434,-80.452644,ChIJU0L8Mk-mK5ARERhXWyvmJ7M
EC,Morona Santiago,EC-S,Ecuador,"Morona Santiago, Ecuador",Morona-Santiago,-2.3051062,-78.1146866,ChIJh4vKJj7kzZERFyZyTNQDv4s
EC,Napo,EC-N,Ecuador,"Napo, Ecuador",Napo,-0.9955964,-77.8129684,ChIJmXjfUxIR1pERWfs7B5zJafg
EC,Orellana,EC-D,Ecuador,"Orellana, Ecuador",Orellana,-0.4545163,-76.9950286,ChIJ7Z1JV4m_15ERTBWJDj_tgV8
EC,Pastaza,EC-Y,Ecuador,"Pastaza, Ecuador",Pastaza,-1.4882265,-78.0031057,ChIJud1v08df0JER64TOuLoguIM
EC,Pichincha,EC-P,Ecuador,"Pichincha, Ecuador",Pichincha,-0.1464847,-78.4751945,ChIJN-TvJYNw1ZERnqEqXhutzpQ
EC,Santa Elena,EC-SE,Ecuador,"Santa Elena, Ecuador",Santa Elena,-2.2268901,-80.8593845,ChIJc8RD8gUJLpARz04ggRZF0WA
EC,Santo Domingo de los Tsachilas,EC-SD,Ecuador,"Santo Domingo de los Tsachilas, Ecuador",Santo Domingo Canton,-0.2521882,-79.1879383,ChIJIQw9MfVI1ZERkuJ7OeztmZI
EC,Sucumbios,EC-U,Ecuador,"Sucumbios, Ecuador",Sucumbios,0.0889231,-76.8897557,ChIJ134Y8oICKI4RJH3O53a6PJM
EC,Tungurahua,EC-T,Ecuador,"Tungurahua, Ecuador",Tungurahua,-1.2635284,-78.5660852,ChIJH1Xvf6OB05ERB0qMRp0Z15c
EC,Zamora Chinchipe,EC-Z,Ecuador,"Zamora Chinchipe, Ecuador",Zamora Chinchipe,-4.0655892,-78.9503525,ChIJ5S8hdF8Zy5ER3LW-0fhJpuc
EE,Harjumaa,EE-37,Estonia,"Harjumaa, Estonia",Harju County,59.3334239,25.2466974,ChIJkawxZkDqkkYRIGD8GG2zAAM
EE,Ida-Virumaa,EE-44,Estonia,"Ida-Virumaa, Estonia",Ida-Viru County,59.2592663,27.4136535,ChIJe13Sj0NglEYRQGD8GG2zAAM
EE,Jarvamaa,EE-51,Estonia,"Jarvamaa, Estonia",Järva County,58.8866713,25.5000624,ChIJYYCdyCg4k0YRYGD8GG2zAAM
EE,Jogevamaa,EE-49,Estonia,"Jogevamaa, Estonia",Jõgeva County,58.7506143,26.3604878,ChIJQZDt9tyulEYRUGD8GG2zAAM
EE,Laane-Virumaa,EE-59,Estonia,"Laane-Virumaa, Estonia",Lääne-Viru County,59.3018816,26.3280312,ChIJ0zwY69Z1k0YRgGD8GG2zAAM
EE,Laanemaa,EE-57,Estonia,"Laanemaa, Estonia",Lääne County,58.9722742,23.8740834,ChIJkYf9Ff9Y7UYRcGD8GG2zAAM
EE,Parnumaa,EE-67,Estonia,"Parnumaa, Estonia",Pärnu County,58.5261952,24.4020159,ChIJpYnrfIb-7EYRoGD8GG2zAAM
EE,Polvamaa,EE-65,Estonia,"Polvamaa, Estonia",Põlva County,58.1160622,27.2066394,ChIJi8ZnKZjd6kYRkGD8GG2zAAM
EE,Raplamaa,EE-70,Estonia,"Raplamaa, Estonia",Rapla County,58.8492625,24.7346569,ChIJGVNYfDct7UYRsGD8GG2zAAM
EE,Tartumaa,EE-78,Estonia,"Tartumaa, Estonia",Tartu County,58.4057128,26.801576,ChIJBWDePa0260YR0GD8GG2zAAM
EE,Valgamaa,EE-82,Estonia,"Valgamaa, Estonia",Valga County,57.9103441,26.1601819,ChIJ86SszJwK60YR4GD8GG2zAAM
EE,Viljandimaa,EE-84,Estonia,"Viljandimaa, Estonia",Viljandi County,58.2821746,25.5752233,ChIJHeNB2iOZ7EYR8GD8GG2zAAM
EE,Vorumaa,EE-86,Estonia,"Vorumaa, Estonia",Võru County,57.7377372,27.1398938,ChIJXTMR3X736kYRAGH8GG2zAAM
EG,Ad Daqahliyah,EG-DK,Egypt,"Ad Daqahliyah, Egypt",Dakahlia Governorate,31.1656044,31.4913182,ChIJRzUFqbed9xQRNmEepNk-1Wk
EG,Al Bahr al Ahmar,EG-BA,Egypt,"Al Bahr al Ahmar, Egypt",Red Sea Governorate,24.6826316,34.1531947,ChIJu0BOz2nESxQRcpmBbGaEHaA
EG,Al Buhayrah,EG-BH,Egypt,"Al Buhayrah, Egypt",El Beheira Governorate,30.8480986,30.3435506,ChIJg2TxDBff9RQR5Tw_nkZ21Fc
EG,Al Fayyum,EG-FYM,Egypt,"Al Fayyum, Egypt",Faiyum Governorate,29.3084021,30.8428497,ChIJEwC_qC95WRQRY28jKNWzmKY
EG,Al Gharbiyah,EG-GH,Egypt,"Al Gharbiyah, Egypt",Gharbia Governorate,30.8753556,31.03351,ChIJE9x_eFO29xQR3QnHBbdKuk4
EG,Al Iskandariyah,EG-ALX,Egypt,"Al Iskandariyah, Egypt",Alexandria Governorate,31.2000924,29.9187387,ChIJ0w9xJpHE9RQRuWvuKabN4LQ
EG,Al Isma'iliyah,EG-IS,Egypt,"Al Isma'iliyah, Egypt",Ismailia Governorate,30.5964923,32.2714587,ChIJuRAeGVZZ-BQRlVsPW3czCTs
EG,Al Jizah,EG-GZ,Egypt,"Al Jizah, Egypt",Giza Governorate,30.0130557,31.2088526,ChIJl5ZXNZJGWBQRUvx4mB_WkU4
EG,Al Minufiyah,EG-MNF,Egypt,"Al Minufiyah, Egypt",Menofia Governorate,30.5972455,30.9876321,ChIJBdZjQVrf9xQR_r82vRaMjW0
EG,Al Minya,EG-MN,Egypt,"Al Minya, Egypt",Menia Governorate,28.0870967,30.7618397,ChIJX9SOygElWxQRgIChQweXghY
EG,Al Qahirah,EG-C,Egypt,"Al Qahirah, Egypt",Cairo Governorate,30.0444196,31.2357116,ChIJ674hC6Y_WBQRujtC6Jay33k
EG,Al Qalyubiyah,EG-KB,Egypt,"Al Qalyubiyah, Egypt",Al Qalyubia Governorate,30.3292368,31.2168466,ChIJRc1M4GNzWBQRTOP2Z4a2_yw
