Active,Admin2,Confirmed,Country_Region,Date,Deaths,FIPS,Lat,Long_,Province_State,Recovered
0,,67103,Mainland China,2020-03-02,2803,0,30.9756,112.2707,Hubei,33934
0,,4335,South Korea,2020-03-02,28,0,36.0,128.0,,30
0,,2036,Italy,2020-03-02,52,0,43.0,12.0,,149
0,,1501,Iran,2020-03-02,66,0,32.0,53.0,,291
0,,1350,Mainland China,2020-03-02,7,0,23.3417,113.4244,Guangdong,1059
0,,1272,Mainland China,2020-03-02,22,0,33.882,113.614,Henan,1205
0,,1206,Mainland China,2020-03-02,1,0,29.1832,120.0934,Zhejiang,1069
0,,1018,Mainland China,2020-03-02,4,0,27.6104,111.7088,Hunan,887
0,,990,Mainland China,2020-03-02,6,0,31.8257,117.2264,Anhui,917
0,,935,Mainland China,2020-03-02,1,0,27.614,115.7221,Jiangxi,850
0,,758,Mainland China,2020-03-02,6,0,36.3427,118.1498,Shandong,460
0,,705,Others,2020-03-02,6,0,35.4437,139.638,Diamond Princess cruise ship,10
0,,631,Mainland China,2020-03-02,0,0,32.9711,119.455,Jiangsu,543
0,,576,Mainland China,2020-03-02,6,0,30.0572,107.874,Chongqing,469
0,,538,Mainland China,2020-03-02,3,0,30.6171,102.7103,Sichuan,386
0,,480,Mainland China,2020-03-02,13,0,47.862,127.7615,Heilongjiang,356
0,,414,Mainland China,2020-03-02,8,0,40.1824,116.4142,Beijing,282
0,,337,Mainland China,2020-03-02,3,0,31.202,121.4491,Shanghai,292
0,,318,Mainland China,2020-03-02,6,0,38.0428,114.5149,Hebei,296
0,,296,Mainland China,2020-03-02,1,0,26.0789,117.9874,Fujian,255
0,,274,Japan,2020-03-02,6,0,36.0,138.0,,32
0,,252,Mainland China,2020-03-02,2,0,23.8298,108.7881,Guangxi,192
0,,245,Mainland China,2020-03-02,1,0,35.1917,108.8701,Shaanxi,216
0,,191,France,2020-03-02,3,0,47.0,2.0,,12
0,,174,Mainland China,2020-03-02,2,0,24.974,101.487,Yunnan,168
0,,168,Mainland China,2020-03-02,5,0,19.1959,109.7453,Hainan,151
0,,159,Germany,2020-03-02,0,0,51.0,9.0,,16
0,,146,Mainland China,2020-03-02,2,0,26.8154,106.8748,Guizhou,114
0,,136,Mainland China,2020-03-02,3,0,39.3054,117.323,Tianjin,111
0,,133,Mainland China,2020-03-02,0,0,37.5777,112.2922,Shanxi,119
0,,122,Mainland China,2020-03-02,1,0,41.2956,122.6085,Liaoning,103
0,,120,Spain,2020-03-02,0,0,40.0,-4.0,,2
0,,108,Singapore,2020-03-02,0,0,1.2833,103.8333,,78
0,,100,Hong Kong,2020-03-02,2,0,22.3,114.2,Hong Kong,36
0,,93,Mainland China,2020-03-02,1,0,43.6661,126.1923,Jilin,83
0,,91,Mainland China,2020-03-02,2,0,36.0611,103.8343,Gansu,85
0,,76,Mainland China,2020-03-02,3,0,41.1129,85.2401,Xinjiang,66
0,,75,Mainland China,2020-03-02,0,0,44.0935,113.9448,Inner Mongolia,54
0,,74,Mainland China,2020-03-02,0,0,37.2692,106.1655,Ningxia,69
0,,56,Kuwait,2020-03-02,0,0,29.5,47.75,,0
0,,49,Bahrain,2020-03-02,0,0,26.0275,50.55,,0
0,,45,US,2020-03-02,0,0,35.4437,139.638,Unassigned Location (From Diamond Princess),0
0,,43,Thailand,2020-03-02,1,0,15.0,101.0,,31
0,,42,Switzerland,2020-03-02,0,0,46.8182,8.2275,,0
0,,41,Taiwan,2020-03-02,1,0,23.7,121.0,Taiwan,12
0,,40,UK,2020-03-02,0,0,55.0,-3.0,,8
0,,29,Malaysia,2020-03-02,0,0,2.5,112.5,,18
0,,26,Iraq,2020-03-02,0,0,33.0,44.0,,0
0,,25,Norway,2020-03-02,0,0,60.472,8.4689,,0
0,,21,United Arab Emirates,2020-03-02,0,0,24.0,54.0,,5
0,,18,Austria,2020-03-02,0,0,47.5162,14.5501,,0
0,,18,Mainland China,2020-03-02,0,0,35.7452,95.9956,Qinghai,18
0,,18,Netherlands,2020-03-02,0,0,52.1326,5.2913,,0
0,,17,Canada,2020-03-02,0,0,43.6532,-79.3832,"Toronto, ON",2
0,,16,Vietnam,2020-03-02,0,0,16.0,108.0,,16
0,,15,Sweden,2020-03-02,0,0,63.0,16.0,,0
0,,14,US,2020-03-02,5,0,47.548,-121.9836,"King County, WA",1
0,,13,Lebanon,2020-03-02,0,0,33.8547,35.8623,,0
0,,10,Israel,2020-03-02,0,0,31.0,35.0,,1
0,,10,Macau,2020-03-02,0,0,22.1667,113.55,Macau,8
0,,9,Australia,2020-03-02,0,0,-28.0167,153.4,Queensland,1
0,,9,Australia,2020-03-02,0,0,-37.8136,144.9631,Victoria,4
0,,9,US,2020-03-02,0,0,37.3541,-121.9552,"Santa Clara, CA",1
0,,8,Belgium,2020-03-02,0,0,50.8333,4.0,,1
0,,8,Canada,2020-03-02,0,0,49.2827,-123.1207,British Columbia,3
0,,8,San Marino,2020-03-02,0,0,43.9424,12.4578,,0
0,,7,Croatia,2020-03-02,0,0,45.1,15.2,,0
0,,7,Greece,2020-03-02,0,0,39.0742,21.8243,,0
0,,6,Australia,2020-03-02,0,0,-33.8688,151.2093,New South Wales,4
0,,6,Ecuador,2020-03-02,0,0,-1.8312,-78.1834,,0
0,,6,Finland,2020-03-02,0,0,64.0,26.0,,1
0,,6,Iceland,2020-03-02,0,0,64.9631,-19.0208,,0
0,,6,Oman,2020-03-02,0,0,21.0,57.0,,1
0,,5,India,2020-03-02,0,0,21.0,78.0,,3
0,,5,Mexico,2020-03-02,0,0,23.0,-102.0,,0
0,,4,Denmark,2020-03-02,0,0,56.2639,9.5018,,0
0,,4,Pakistan,2020-03-02,0,0,30.3753,69.3451,,0
0,,4,US,2020-03-02,0,0,41.7377,-87.6976,"Cook County, IL",2
0,,4,US,2020-03-02,1,0,48.033,-121.8339,"Snohomish County, WA",0
0,,3,Algeria,2020-03-02,0,0,28.0339,1.6596,,0
0,,3,Australia,2020-03-02,0,0,-34.9285,138.6007,South Australia,2
0,,3,Azerbaijan,2020-03-02,0,0,40.1431,47.5769,,0
0,,3,Czech Republic,2020-03-02,0,0,49.8175,15.473,,0
0,,3,Georgia,2020-03-02,0,0,42.3154,43.3569,,0
0,,3,Philippines,2020-03-02,1,0,13.0,122.0,,1
0,,3,Qatar,2020-03-02,0,0,25.3548,51.1839,,0
0,,3,Romania,2020-03-02,0,0,45.9432,24.9668,,0
0,,3,Russia,2020-03-02,0,0,60.0,90.0,,2
0,,2,Australia,2020-03-02,1,0,-31.9505,115.8605,Western Australia,0
0,,2,Brazil,2020-03-02,0,0,-14.235,-51.9253,,0
0,,2,Egypt,2020-03-02,0,0,26.0,30.0,,1
0,,2,Indonesia,2020-03-02,0,0,-0.7893,113.9213,,0
0,,2,Portugal,2020-03-02,0,0,39.3999,-8.2245,,0
0,,2,US,2020-03-02,0,0,45.5051,-122.675,"Portland, OR",0
0,,2,US,2020-03-02,0,0,41.824,-71.4128,"Providence, RI",0
0,,2,US,2020-03-02,0,0,38.4747,-121.3542,"Sacramento County, CA",0
0,,2,US,2020-03-02,0,0,36.5761,-120.9876,"San Benito, CA",0
0,,2,US,2020-03-02,0,0,32.7157,-117.1611,"San Diego County, CA",1
0,,1,Afghanistan,2020-03-02,0,0,33.0,65.0,,0
0,,1,Andorra,2020-03-02,0,0,42.5063,1.5218,,0
0,,1,Armenia,2020-03-02,0,0,40.0691,45.0382,,0
0,,1,Australia,2020-03-02,0,0,-41.4545,145.9707,Tasmania,0
0,,1,Belarus,2020-03-02,0,0,53.7098,27.9534,,0
0,,1,Cambodia,2020-03-02,0,0,11.55,104.9167,,1
0,,1,Canada,2020-03-02,0,0,45.5017,-73.5673," Montreal, QC",0
0,,1,Canada,2020-03-02,0,0,42.9849,-81.2453,"London, ON",1
0,,1,Dominican Republic,2020-03-02,0,0,18.7357,-70.1627,,0
0,,1,Estonia,2020-03-02,0,0,58.5953,25.0136,,0
0,,1,Ireland,2020-03-02,0,0,53.1424,-7.6921,,0
0,,1,Latvia,2020-03-02,0,0,56.8796,24.6032,,0
0,,1,Lithuania,2020-03-02,0,0,55.1694,23.8813,,0
0,,1,Luxembourg,2020-03-02,0,0,49.8153,6.1296,,0
0,,1,Mainland China,2020-03-02,0,0,31.6927,88.0924,Tibet,1
0,,1,Monaco,2020-03-02,0,0,43.7333,7.4167,,0
0,,1,Morocco,2020-03-02,0,0,31.7917,-7.0926,,0
0,,1,Nepal,2020-03-02,0,0,28.1667,84.25,,1
0,,1,New Zealand,2020-03-02,0,0,-40.9006,174.886,,0
0,,1,Nigeria,2020-03-02,0,0,9.082,8.6753,,0
